Channel_group,course,lead_id,Lead_type,lead_date,graduation_year,amount_paid,paid_at
A,CRM,"1,31,511",ABC,22-05-2024 09:43,2005,,
M,CRM,"1,34,535",LMN,22-05-2024 06:55,2024,,
A,CRM,"1,34,651",ABC,30-05-2024 07:51,2017,,
F,CRM,"1,33,791",EFG,07-05-2024 03:40,2011,,
A,CRM,"1,32,359",ABC,23-05-2024 20:12,2016,,
F,CRM,"1,32,375",EFG,05-05-2024 02:15,2003,,
D,CRM,"1,33,614",ABC,29-05-2024 06:12,2007,,
M,CRM,"1,33,749",EFG,22-05-2024 20:53,2023,,
A,CRM,"1,33,751",ABC,08-05-2024 06:32,2024,,
M,CRM,"1,37,054",EFG,09-05-2024 14:29,2026,,
F,CRM,"1,37,251",EFG,28-05-2024 23:54,2026,,
A,CRM,"1,37,047",ABC,30-05-2024 04:31,2005,,
A,CRM,"1,30,802",ABC,22-05-2024 23:14,2019,,
G,CRM,"1,36,914",ABC,19-05-2024 04:21,2020,,
D,CRM,"1,37,169",ABC,18-05-2024 06:25,2016,,
F,CRM,"1,36,589",EFG,26-05-2024 23:04,2019,,
F,CRM,"1,36,700",EFG,11-05-2024 22:56,2001,,
A,CRM,"1,33,170",ABC,25-05-2024 16:51,2019,,
F,CRM,"1,36,293",EFG,11-05-2024 08:34,2015,,
A,CRM,"1,31,871",ABC,11-05-2024 03:49,2028,,
D,CRM,"1,31,376",ABC,30-05-2024 09:40,2004,,
M,CRM,"1,31,399",EFG,12-05-2024 23:22,2004,,
F,CRM,"1,31,767",EFG,21-05-2024 00:28,2024,,
G,CRM,"1,31,394",ABC,13-05-2024 12:42,2002,,
M,CRM,"1,31,734",EFG,11-05-2024 08:45,2016,,
A,CRM,"1,31,395",ABC,07-05-2024 00:06,2011,,
F,CRM,"1,31,473",EFG,27-05-2024 15:23,2016,,
F,CRM,"1,37,891",EFG,29-05-2024 20:06,2008,,
A,CRM,"41,75,356",XYZ,17-05-2024 12:33,2000,,
E,CRM,"1,29,872",ABC,07-05-2024 19:19,2003,,
E,CRM,"1,29,917",ABC,11-05-2024 13:20,2009,,
C,CRM,"1,29,301",ABC,03-05-2024 20:43,2000,,
F,CRM,"1,29,233",EFG,16-05-2024 11:52,2017,,
D,CRM,"1,28,730",ABC,31-05-2024 08:52,2020,44604,01-06-2024 08:52
A,CRM,"1,28,229",ABC,26-05-2024 14:51,2006,,
A,CRM,"1,35,835",ABC,20-05-2024 05:24,2029,,
M,CRM,"1,37,884",EFG,21-05-2024 00:10,2001,,
A,CRM,"1,37,969",ABC,02-05-2024 15:34,2026,,
M,CRM,"1,29,850",EFG,07-05-2024 16:25,2030,,
M,CRM,"1,29,660",EFG,17-05-2024 03:13,2022,,
A,CRM,"1,29,916",ABC,20-05-2024 04:27,2001,,
A,CRM,"1,29,055",ABC,26-05-2024 08:14,2016,,
C,CRM,"1,29,040",ABC,11-05-2024 11:43,2008,,
A,CRM,"1,29,489",ABC,13-05-2024 19:41,2009,,
G,CRM,"1,42,348",ABC,06-05-2024 17:41,2018,,
F,CRM,"1,42,535",EFG,12-05-2024 05:28,2017,,
D,CRM,"1,42,630",ABC,13-05-2024 16:35,2012,,
A,CRM,"39,92,167",EFG,06-05-2024 12:32,2001,,
G,CRM,"1,42,398",ABC,26-05-2024 08:57,2027,,
A,CRM,"1,42,164",ABC,28-05-2024 14:38,2005,,
C,CRM,"1,42,684",ABC,08-05-2024 14:08,2007,,
F,CRM,"1,42,787",EFG,24-05-2024 02:58,2026,,
E,CRM,"1,42,803",ABC,26-05-2024 21:31,2017,,
G,CRM,"1,42,421",ABC,27-05-2024 03:09,2003,44604,28-05-2024 03:09
A,CRM,"1,42,496",ABC,06-05-2024 14:48,2010,,
E,CRM,"1,42,605",ABC,05-05-2024 20:55,2014,,
M,CRM,"1,42,642",EFG,17-05-2024 20:42,2000,,
M,CRM,"1,42,843",EFG,30-05-2024 11:14,2028,,
A,CRM,"1,42,447",ABC,17-05-2024 00:16,2013,44604,30-05-2024 00:16
G,CRM,"1,42,489",ABC,31-05-2024 23:46,2022,,
A,CRM,"41,93,709",EFG,27-05-2024 16:53,2009,,
C,CRM,"1,42,697",ABC,03-05-2024 11:26,2022,,
M,CRM,"1,42,835",EFG,03-05-2024 08:42,2005,,
M,CRM,"1,41,746",EFG,27-05-2024 13:26,2029,,
A,CRM,"1,41,882",ABC,23-05-2024 22:42,2010,,
E,CRM,"1,41,914",ABC,23-05-2024 03:04,2021,44604,24-05-2024 03:04
F,CRM,"1,41,981",EFG,29-05-2024 11:42,2023,,
F,CRM,"1,42,230",EFG,12-05-2024 02:10,2015,,
M,CRM,"1,42,309",EFG,01-05-2024 11:41,2025,,
A,CRM,"1,41,450",ABC,18-05-2024 00:09,2000,44604,27-05-2024 00:09
C,CRM,"1,41,840",ABC,23-05-2024 07:30,2004,,
G,CRM,"1,42,019",ABC,03-05-2024 23:08,2030,,
A,CRM,"1,42,066",ABC,18-05-2024 08:55,2000,,
F,CRM,"1,41,729",EFG,07-05-2024 11:18,2008,,
F,CRM,"1,41,734",EFG,26-05-2024 22:46,2021,,
A,CRM,"41,97,710",EFG,05-05-2024 07:12,2019,,
M,CRM,"1,41,826",LMN,05-05-2024 09:09,2026,,
H,CRM,"1,41,839",ABC,06-05-2024 19:29,2015,,
F,CRM,"1,41,946",EFG,31-05-2024 06:25,2016,,
F,CRM,"1,42,049",EFG,18-05-2024 13:44,2019,,
F,CRM,"1,42,311",EFG,05-05-2024 03:06,2003,,
M,CRM,"1,42,067",EFG,22-05-2024 03:05,2023,,
F,CRM,"1,42,112",EFG,04-05-2024 00:14,2005,,
M,CRM,"1,42,125",LMN,21-05-2024 14:36,2016,,
H,CRM,"1,42,216",ABC,04-05-2024 10:44,2009,,
H,CRM,"1,28,561",ABC,17-05-2024 22:01,2003,,
M,CRM,"1,28,375",EFG,03-05-2024 11:52,2013,,
A,CRM,"1,33,241",ABC,22-05-2024 02:45,2003,,
M,CRM,"1,33,390",EFG,20-05-2024 20:30,2009,,
M,CRM,"1,36,959",LMN,27-05-2024 05:20,2015,,
A,CRM,"1,37,220",ABC,01-05-2024 22:41,2021,,
A,CRM,"41,59,384",EFG,10-05-2024 06:29,2004,44604,25-05-2024 06:29
F,CRM,"1,34,380",EFG,08-05-2024 14:29,2000,,
M,CRM,"1,36,014",EFG,12-05-2024 15:36,2001,,
A,CRM,"1,36,089",ABC,19-05-2024 06:35,2011,,
A,CRM,"1,35,758",ABC,03-05-2024 02:59,2011,,
H,CRM,"41,62,973",EFG,28-05-2024 16:08,2028,,
A,CRM,"1,37,533",ABC,27-05-2024 11:15,2002,,
F,CRM,"1,37,357",EFG,30-05-2024 23:25,2030,,
F,CRM,"1,37,733",EFG,12-05-2024 18:29,2001,,
M,CRM,"1,37,377",EFG,20-05-2024 06:56,2016,,
M,CRM,"1,37,517",EFG,07-05-2024 20:41,2029,,
D,CRM,"1,37,746",ABC,16-05-2024 04:58,2026,,
M,CRM,"1,37,509",EFG,31-05-2024 06:09,2027,,
D,CRM,"1,36,801",ABC,14-05-2024 02:54,2025,,
F,CRM,"1,34,839",EFG,11-05-2024 09:08,2024,,
M,CRM,"1,35,199",LMN,02-05-2024 11:58,2029,,
A,CRM,"1,35,067",ABC,25-05-2024 16:39,2020,,
M,CRM,"1,34,824",EFG,18-05-2024 12:20,2011,,
F,CRM,"1,35,083",EFG,20-05-2024 04:42,2020,,
A,CRM,"1,35,173",ABC,04-05-2024 09:39,2018,,
M,CRM,"1,34,647",LMN,20-05-2024 18:24,2017,,
A,CRM,"1,33,272",ABC,14-05-2024 20:21,2023,,
A,CRM,"1,37,665",ABC,14-05-2024 21:36,2016,,
F,CRM,"1,37,749",EFG,22-05-2024 03:37,2018,,
M,CRM,"1,37,602",EFG,20-05-2024 14:21,2005,,
M,CRM,"1,37,617",EFG,03-05-2024 02:58,2007,,
G,CRM,"1,37,544",ABC,18-05-2024 13:36,2005,,
M,CRM,"1,37,697",EFG,12-05-2024 19:04,2006,,
D,CRM,"1,37,328",ABC,15-05-2024 15:56,2004,,
M,CRM,"1,37,520",EFG,08-05-2024 05:11,2006,,
A,CRM,"1,37,699",ABC,09-05-2024 15:03,2003,,
F,CRM,"1,36,796",EFG,30-05-2024 20:57,2024,,
G,CRM,"1,35,139",ABC,29-05-2024 01:54,2017,,
A,CRM,"1,34,828",ABC,25-05-2024 01:17,2024,,
H,CRM,"1,34,908",ABC,31-05-2024 00:31,2001,,
A,CRM,"1,34,876",ABC,27-05-2024 23:20,2011,,
M,CRM,"1,34,836",EFG,03-05-2024 15:34,2013,,
F,CRM,"1,34,864",EFG,29-05-2024 12:01,2000,,
D,CRM,"1,30,185",ABC,06-05-2024 05:11,2007,,
M,CRM,"1,30,248",EFG,24-05-2024 16:28,2023,,
A,CRM,"1,30,250",ABC,29-05-2024 05:24,2009,,
M,CRM,"1,30,301",EFG,15-05-2024 20:06,2019,,
A,CRM,"1,30,356",ABC,08-05-2024 10:22,2008,,
A,CRM,"1,30,122",ABC,21-05-2024 07:29,2001,,
M,CRM,"1,35,512",LMN,07-05-2024 23:02,2010,,
A,CRM,"1,32,403",ABC,31-05-2024 00:47,2009,,
A,CRM,"41,46,282",XYZ,02-05-2024 07:24,2026,,
C,CRM,"1,35,725",ABC,07-05-2024 13:46,2019,,
A,CRM,"1,35,855",ABC,17-05-2024 02:35,2022,,
M,CRM,"1,28,259",EFG,28-05-2024 07:53,2014,,
D,CRM,"1,28,378",ABC,25-05-2024 08:03,2022,,
A,CRM,"1,28,497",ABC,02-05-2024 04:12,2003,44604,06-05-2024 04:12
A,CRM,"1,28,247",ABC,08-05-2024 22:44,2020,,
E,CRM,"1,30,859",ABC,31-05-2024 10:39,2023,44604,01-06-2024 10:39
F,CRM,"1,35,811",EFG,02-05-2024 23:09,2019,,
A,CRM,"1,29,508",ABC,20-05-2024 05:20,2009,,
M,CRM,"1,29,217",EFG,07-05-2024 21:24,2004,,
M,CRM,"1,28,964",EFG,21-05-2024 22:10,2017,,
C,CRM,"1,34,536",ABC,22-05-2024 07:43,2008,,
A,CRM,"41,45,420",EFG,22-05-2024 15:49,2003,44604,26-05-2024 15:49
A,CRM,"1,34,766",ABC,17-05-2024 19:50,2020,,
M,CRM,"1,33,943",EFG,19-05-2024 13:30,2030,,
M,CRM,"1,34,269",LMN,22-05-2024 22:32,2027,,
F,CRM,"1,37,225",EFG,15-05-2024 20:28,2006,,
A,CRM,"1,36,442",ABC,22-05-2024 09:19,2005,,
A,CRM,"1,32,135",ABC,29-05-2024 08:25,2016,,
M,CRM,"1,31,997",EFG,21-05-2024 12:05,2015,,
A,CRM,"41,42,933",EFG,03-05-2024 21:31,2022,,
M,CRM,"1,33,817",LMN,18-05-2024 16:02,2003,,
A,CRM,"1,28,503",ABC,22-05-2024 18:12,2015,,
M,CRM,"1,33,583",EFG,20-05-2024 14:56,2003,,
H,CRM,"1,33,627",ABC,16-05-2024 21:53,2024,,
G,CRM,"1,33,449",ABC,01-05-2024 22:59,2026,,
D,CRM,"1,33,552",ABC,12-05-2024 01:24,2011,,
M,CRM,"1,33,586",EFG,13-05-2024 02:54,2027,,
M,CRM,"1,37,065",EFG,07-05-2024 13:26,2020,,
F,CRM,"1,37,142",EFG,17-05-2024 17:34,2029,,
M,CRM,"1,34,545",EFG,29-05-2024 09:17,2024,,
F,CRM,"1,33,878",EFG,14-05-2024 02:46,2003,,
A,CRM,"1,31,803",ABC,02-05-2024 01:30,2012,,
K,CRM,"1,32,531",ABC,10-05-2024 14:56,2020,,
M,CRM,"1,28,513",EFG,23-05-2024 07:51,2019,,
F,CRM,"1,28,326",EFG,04-05-2024 21:51,2013,,
A,CRM,"1,28,270",ABC,07-05-2024 23:01,2019,,
M,CRM,"1,32,228",EFG,25-05-2024 19:28,2025,,
A,CRM,"1,40,933",ABC,03-05-2024 06:36,2021,,
H,CRM,"1,37,910",ABC,07-05-2024 13:55,2022,,
E,CRM,"1,29,930",ABC,10-05-2024 15:17,2029,,
A,CRM,"1,29,775",ABC,14-05-2024 18:16,2024,,
A,CRM,"1,29,942",ABC,14-05-2024 18:07,2001,,
A,CRM,"1,29,647",ABC,22-05-2024 16:29,2016,,
A,CRM,"1,28,656",ABC,26-05-2024 14:22,2018,44604,27-05-2024 14:22
M,CRM,"1,28,788",EFG,26-05-2024 14:17,2013,,
F,CRM,"1,28,873",EFG,05-05-2024 00:48,2020,,
A,CRM,"1,28,324",ABC,22-05-2024 19:32,2003,,
F,CRM,"1,28,600",EFG,07-05-2024 13:26,2007,,
A,CRM,"1,30,567",ABC,13-05-2024 16:23,2024,,
C,CRM,"1,31,510",ABC,21-05-2024 08:45,2018,44604,26-05-2024 08:45
F,CRM,"1,36,675",EFG,08-05-2024 00:55,2005,,
M,CRM,"1,31,196",EFG,08-05-2024 05:47,2030,44604,16-05-2024 05:47
M,CRM,"1,31,246",EFG,13-05-2024 21:46,2018,,
D,CRM,"1,31,178",ABC,16-05-2024 10:22,2027,,
A,CRM,"1,30,447",ABC,30-05-2024 20:42,2011,,
A,CRM,"1,30,583",ABC,05-05-2024 21:32,2004,,
A,CRM,"1,30,703",ABC,08-05-2024 14:33,2009,,
H,CRM,"1,34,025",ABC,10-05-2024 10:46,2019,,
M,CRM,"1,34,291",EFG,17-05-2024 19:32,2004,,
M,CRM,"1,29,574",EFG,31-05-2024 17:50,2019,,
A,CRM,"1,35,250",ABC,01-05-2024 07:46,2000,,
F,CRM,"1,35,595",EFG,28-05-2024 18:21,2022,,
A,CRM,"1,35,442",ABC,04-05-2024 05:46,2018,,
A,CRM,"1,35,003",ABC,24-05-2024 11:04,2006,44604,30-05-2024 11:04
A,CRM,"1,35,362",ABC,29-05-2024 10:37,2029,,
M,CRM,"1,35,551",EFG,14-05-2024 21:26,2011,,
C,CRM,"1,34,857",ABC,03-05-2024 21:28,2026,,
A,CRM,"1,33,445",ABC,28-05-2024 15:33,2001,,
M,CRM,"1,32,684",EFG,09-05-2024 03:03,2020,,
D,CRM,"1,32,699",ABC,24-05-2024 11:25,2016,,
M,CRM,"1,32,984",EFG,07-05-2024 20:36,2015,,
D,CRM,"1,33,183",ABC,22-05-2024 14:35,2007,,
M,CRM,"1,33,060",EFG,31-05-2024 05:34,2022,,
A,CRM,"1,30,066",ABC,08-05-2024 20:26,2000,,
F,CRM,"1,38,152",EFG,09-05-2024 14:07,2024,,
M,CRM,"1,38,098",EFG,08-05-2024 11:18,2005,,
M,CRM,"1,39,732",EFG,19-05-2024 14:21,2000,,
A,CRM,"41,82,423",XYZ,05-05-2024 03:28,2012,,
F,CRM,"1,39,839",EFG,11-05-2024 08:31,2016,,
A,CRM,"1,39,824",ABC,02-05-2024 06:16,2023,,
A,CRM,"1,40,104",ABC,12-05-2024 12:35,2021,,
G,CRM,"1,39,807",ABC,11-05-2024 06:54,2027,,
H,CRM,"1,39,202",ABC,26-05-2024 14:41,2001,,
D,CRM,"1,39,209",ABC,11-05-2024 19:29,2020,,
G,CRM,"1,39,301",ABC,30-05-2024 19:01,2016,,
F,CRM,"1,39,315",EFG,28-05-2024 01:52,2023,,
A,CRM,"1,39,435",ABC,02-05-2024 16:14,2019,,
M,CRM,"1,39,652",EFG,06-05-2024 08:23,2024,,
D,CRM,"1,39,680",ABC,04-05-2024 11:55,2025,,
M,CRM,"1,37,463",EFG,20-05-2024 04:20,2009,,
A,CRM,"1,37,723",ABC,14-05-2024 18:25,2019,,
F,CRM,"1,35,147",EFG,16-05-2024 11:27,2030,,
M,CRM,"1,35,162",EFG,13-05-2024 04:45,2017,,
A,CRM,"1,35,189",ABC,31-05-2024 01:33,2022,,
A,CRM,"1,34,854",ABC,06-05-2024 20:27,2030,,
A,CRM,"1,34,963",ABC,05-05-2024 18:37,2030,,
F,CRM,"1,35,024",EFG,27-05-2024 02:53,2004,,
H,CRM,"1,35,057",ABC,15-05-2024 10:22,2008,,
A,CRM,"1,30,160",ABC,30-05-2024 23:46,2013,,
M,CRM,"1,34,472",EFG,07-05-2024 15:58,2012,,
A,CRM,"1,34,572",ABC,29-05-2024 21:27,2000,,
M,CRM,"1,41,181",EFG,18-05-2024 17:51,2018,,
A,CRM,"1,41,291",ABC,10-05-2024 03:27,2021,,
E,CRM,"1,41,059",ABC,16-05-2024 22:51,2003,,
E,CRM,"1,41,126",ABC,18-05-2024 20:15,2008,,
F,CRM,"1,41,174",EFG,28-05-2024 21:58,2028,,
G,CRM,"1,41,205",ABC,13-05-2024 20:53,2004,,
M,CRM,"1,41,052",EFG,10-05-2024 07:26,2025,,
M,CRM,"1,41,173",EFG,06-05-2024 12:18,2004,,
F,CRM,"1,41,195",EFG,24-05-2024 08:35,2000,,
A,CRM,"1,39,383",ABC,15-05-2024 01:53,2005,,
M,CRM,"1,41,256",EFG,16-05-2024 12:51,2005,,
A,CRM,"40,23,332",EFG,06-05-2024 08:40,2013,,
F,CRM,"1,41,320",EFG,21-05-2024 18:02,2006,,
A,CRM,"1,41,343",ABC,28-05-2024 03:14,2015,,
F,CRM,"1,41,438",EFG,24-05-2024 00:36,2020,,
E,CRM,"1,41,465",ABC,31-05-2024 17:01,2021,,
H,CRM,"1,41,097",ABC,04-05-2024 07:26,2002,,
F,CRM,"1,41,192",EFG,29-05-2024 00:33,2011,,
F,CRM,"1,41,456",EFG,16-05-2024 15:11,2022,,
F,CRM,"1,41,630",EFG,25-05-2024 00:56,2027,,
E,CRM,"1,39,598",ABC,07-05-2024 17:45,2021,,
A,CRM,"1,38,733",ABC,06-05-2024 04:46,2013,,
A,CRM,"1,38,820",ABC,22-05-2024 08:36,2010,,
F,CRM,"1,38,966",EFG,25-05-2024 10:49,2027,,
F,CRM,"1,39,009",EFG,03-05-2024 23:41,2022,,
A,CRM,"1,39,088",ABC,01-05-2024 19:12,2011,,
E,CRM,"1,38,752",ABC,17-05-2024 10:13,2002,,
M,CRM,"1,38,827",EFG,31-05-2024 09:18,2005,,
G,CRM,"1,38,945",ABC,18-05-2024 12:58,2013,,
A,CRM,"1,38,948",ABC,13-05-2024 10:17,2018,,
A,CRM,"1,39,045",ABC,01-05-2024 15:13,2000,,
D,CRM,"1,39,056",ABC,17-05-2024 22:26,2015,,
M,CRM,"1,39,089",EFG,16-05-2024 21:09,2016,,
F,CRM,"1,38,774",EFG,20-05-2024 05:39,2009,,
M,CRM,"1,38,790",LMN,23-05-2024 04:29,2020,,
M,CRM,"1,39,062",EFG,20-05-2024 15:35,2024,,
M,CRM,"1,39,160",EFG,14-05-2024 18:27,2006,,
A,CRM,"1,39,183",ABC,20-05-2024 22:17,2000,,
M,CRM,"1,38,780",EFG,20-05-2024 21:47,2024,,
C,CRM,"1,38,781",ABC,04-05-2024 08:08,2017,,
M,CRM,"1,38,784",EFG,10-05-2024 19:45,2027,,
D,CRM,"1,39,070",ABC,20-05-2024 00:02,2012,,
A,CRM,"1,39,189",ABC,08-05-2024 21:57,2011,,
A,CRM,"1,38,245",ABC,23-05-2024 13:10,2011,,
A,CRM,"1,38,291",ABC,16-05-2024 09:51,2010,,
D,CRM,"1,38,351",ABC,05-05-2024 08:50,2023,,
A,CRM,"1,38,411",ABC,11-05-2024 13:05,2028,,
E,CRM,"41,77,740",XYZ,18-05-2024 16:08,2025,,
F,CRM,"1,38,286",EFG,29-05-2024 05:08,2004,,
B,CRM,"41,77,233",EFG,25-05-2024 20:49,2005,,
M,CRM,"1,38,566",EFG,24-05-2024 21:29,2022,,
A,CRM,"1,38,557",ABC,22-05-2024 19:02,2009,,
A,CRM,"1,38,662",ABC,27-05-2024 03:08,2013,,
E,CRM,"1,38,691",ABC,26-05-2024 05:03,2020,,
A,CRM,"1,38,335",ABC,08-05-2024 16:59,2014,,
M,CRM,"1,38,535",LMN,24-05-2024 13:53,2000,,
F,CRM,"1,35,453",EFG,19-05-2024 12:13,2011,,
A,CRM,"1,35,601",ABC,15-05-2024 03:55,2020,,
A,CRM,"1,35,613",ABC,14-05-2024 03:22,2007,,
A,CRM,"1,34,971",ABC,09-05-2024 13:50,2002,,
A,CRM,"41,54,081",EFG,13-05-2024 22:06,2014,,
A,CRM,"41,55,250",EFG,17-05-2024 16:50,2000,,
A,CRM,"1,32,746",ABC,08-05-2024 10:45,2019,,
A,CRM,"1,32,743",ABC,11-05-2024 19:57,2012,,
G,CRM,"1,32,861",ABC,05-05-2024 19:43,2002,,
M,CRM,"1,32,759",EFG,24-05-2024 07:21,2009,,
M,CRM,"1,32,787",EFG,27-05-2024 05:19,2013,,
C,CRM,"1,29,976",ABC,23-05-2024 05:17,2028,,
A,CRM,"1,29,958",ABC,18-05-2024 23:50,2006,,
M,CRM,"1,31,942",LMN,26-05-2024 17:02,2012,,
A,CRM,"1,31,980",ABC,31-05-2024 04:42,2003,,
F,CRM,"1,35,951",EFG,20-05-2024 14:45,2007,,
A,CRM,"1,35,738",ABC,11-05-2024 18:14,2021,,
A,CRM,"1,37,269",ABC,08-05-2024 01:24,2009,,
M,CRM,"1,37,309",LMN,19-05-2024 13:02,2020,,
F,CRM,"1,37,731",EFG,08-05-2024 00:53,2001,,
D,CRM,"1,36,754",ABC,16-05-2024 20:52,2010,,
A,CRM,"1,34,838",ABC,11-05-2024 04:29,2016,,
F,CRM,"1,34,932",EFG,03-05-2024 18:09,2029,,
A,CRM,"1,35,175",ABC,31-05-2024 20:03,2030,,
A,CRM,"1,34,356",ABC,28-05-2024 08:59,2024,,
G,CRM,"1,30,087",ABC,02-05-2024 05:49,2020,,
M,CRM,"1,28,389",EFG,17-05-2024 00:50,2017,,
D,CRM,"1,31,488",ABC,11-05-2024 15:25,2002,,
A,CRM,"1,31,503",ABC,25-05-2024 18:07,2010,,
D,CRM,"1,31,534",ABC,13-05-2024 13:42,2015,,
F,CRM,"1,31,380",EFG,13-05-2024 20:07,2018,,
A,CRM,"1,31,457",ABC,09-05-2024 16:28,2020,,
F,CRM,"1,31,547",EFG,30-05-2024 16:04,2005,,
A,CRM,"1,30,904",ABC,04-05-2024 18:29,2025,,
F,CRM,"1,31,293",EFG,06-05-2024 15:01,2022,,
A,CRM,"1,31,097",ABC,14-05-2024 19:46,2019,,
M,CRM,"1,31,314",EFG,25-05-2024 23:06,2011,,
F,CRM,"1,30,806",EFG,03-05-2024 10:44,2018,,
F,CRM,"1,30,850",EFG,14-05-2024 14:35,2026,,
A,CRM,"1,30,886",ABC,17-05-2024 18:02,2007,,
A,CRM,"1,32,388",ABC,25-05-2024 14:18,2012,,
H,CRM,"1,34,286",ABC,25-05-2024 13:50,2013,,
G,CRM,"1,34,070",ABC,31-05-2024 15:41,2020,,
G,CRM,"1,40,161",ABC,21-05-2024 16:12,2015,,
A,CRM,"1,40,176",ABC,30-05-2024 18:13,2027,,
F,CRM,"1,40,244",EFG,31-05-2024 01:30,2005,,
M,CRM,"1,40,515",EFG,28-05-2024 14:35,2020,,
E,CRM,"1,40,559",ABC,22-05-2024 19:46,2018,,
I,CRM,"1,40,638",ABC,08-05-2024 08:26,2021,,
F,CRM,"1,40,891",EFG,06-05-2024 20:07,2020,,
F,CRM,"1,40,896",EFG,25-05-2024 03:39,2013,,
A,CRM,"1,40,304",ABC,22-05-2024 20:00,2028,,
A,CRM,"1,40,336",ABC,26-05-2024 11:22,2005,,
M,CRM,"1,35,526",EFG,15-05-2024 01:55,2021,,
M,CRM,"1,35,645",EFG,14-05-2024 02:22,2022,,
M,CRM,"1,35,004",LMN,21-05-2024 05:22,2017,,
A,CRM,"41,52,206",XYZ,10-05-2024 08:32,2011,,
C,CRM,"1,32,940",ABC,15-05-2024 07:39,2007,,
M,CRM,"1,33,156",EFG,07-05-2024 06:07,2025,,
M,CRM,"1,32,046",EFG,18-05-2024 03:54,2007,,
A,CRM,"1,31,112",ABC,02-05-2024 00:29,2027,,
F,CRM,"1,31,303",EFG,06-05-2024 03:45,2015,,
F,CRM,"1,30,713",EFG,17-05-2024 00:38,2007,,
F,CRM,"1,32,582",EFG,10-05-2024 03:57,2029,,
F,CRM,"1,34,103",EFG,13-05-2024 01:36,2017,,
A,CRM,"41,56,322",XYZ,07-05-2024 14:59,2025,,
F,CRM,"1,34,004",EFG,09-05-2024 04:19,2005,,
A,CRM,"1,34,055",ABC,11-05-2024 23:33,2020,,
A,CRM,"1,33,880",ABC,24-05-2024 11:33,2018,,
M,CRM,"1,39,444",EFG,02-05-2024 20:40,2004,,
F,CRM,"1,39,386",EFG,22-05-2024 18:18,2030,,
F,CRM,"1,39,483",EFG,30-05-2024 10:57,2020,,
F,CRM,"1,39,511",EFG,27-05-2024 00:30,2006,,
A,CRM,"41,65,456",EFG,17-05-2024 07:29,2012,,
F,CRM,"1,39,655",EFG,06-05-2024 19:20,2009,,
F,CRM,"1,39,411",EFG,01-05-2024 01:16,2014,,
M,CRM,"1,39,470",EFG,18-05-2024 22:45,2017,,
D,CRM,"1,34,483",ABC,26-05-2024 06:23,2008,,
A,CRM,"1,34,486",ABC,16-05-2024 23:23,2013,,
F,CRM,"1,34,551",EFG,25-05-2024 02:05,2019,,
C,CRM,"41,59,434",EFG,11-05-2024 15:45,2005,44604,25-05-2024 15:45
M,CRM,"1,35,412",EFG,05-05-2024 16:23,2024,,
M,CRM,"1,35,045",LMN,08-05-2024 05:36,2019,,
A,CRM,"41,55,799",EFG,21-05-2024 17:33,2000,,
M,CRM,"1,34,001",EFG,29-05-2024 12:20,2024,,
F,CRM,"1,36,722",EFG,10-05-2024 13:33,2018,,
E,CRM,"41,38,080",XYZ,18-05-2024 00:20,2019,,
M,CRM,"1,32,200",EFG,20-05-2024 23:00,2020,,
F,CRM,"1,31,409",EFG,28-05-2024 04:50,2000,,
F,CRM,"1,31,571",EFG,20-05-2024 14:31,2004,,
A,CRM,"1,31,274",ABC,12-05-2024 15:58,2027,,
D,CRM,"1,31,010",ABC,09-05-2024 23:57,2011,,
M,CRM,"1,31,058",LMN,03-05-2024 11:09,2004,,
M,CRM,"1,30,532",EFG,22-05-2024 04:43,2010,,
M,CRM,"1,33,004",EFG,11-05-2024 05:31,2015,,
F,CRM,"1,29,979",EFG,22-05-2024 21:55,2008,,
F,CRM,"1,36,119",EFG,22-05-2024 22:55,2005,,
G,CRM,"1,37,593",ABC,19-05-2024 23:22,2003,,
E,CRM,"1,40,514",ABC,04-05-2024 04:10,2025,,
M,CRM,"1,40,532",EFG,17-05-2024 06:15,2029,,
M,CRM,"1,40,608",LMN,07-05-2024 23:12,2007,,
H,CRM,"1,40,830",ABC,29-05-2024 01:13,2002,,
G,CRM,"1,40,222",ABC,13-05-2024 03:57,2028,,
M,CRM,"1,40,234",EFG,21-05-2024 11:31,2009,,
M,CRM,"1,40,484",LMN,01-05-2024 21:20,2018,,
A,CRM,"41,83,333",EFG,01-05-2024 13:18,2014,44604,02-05-2024 13:18
F,CRM,"1,40,772",EFG,27-05-2024 05:11,2026,,
G,CRM,"1,40,338",ABC,16-05-2024 13:11,2030,,
M,CRM,"1,40,459",EFG,14-05-2024 04:55,2017,,
F,CRM,"1,40,562",EFG,24-05-2024 06:30,2013,,
F,CRM,"1,40,563",EFG,27-05-2024 21:56,2007,,
F,CRM,"1,40,611",EFG,24-05-2024 16:05,2001,,
A,CRM,"1,40,894",ABC,18-05-2024 21:42,2006,,
D,CRM,"1,38,124",ABC,11-05-2024 10:43,2012,,
A,CRM,"1,38,128",ABC,29-05-2024 21:06,2016,,
A,CRM,"42,02,611",EFG,29-05-2024 23:17,2007,,
A,CRM,"41,61,670",EFG,22-05-2024 15:28,2001,,
B,CRM,"42,01,665",EFG,10-05-2024 18:19,2006,,
B,CRM,"41,80,521",EFG,16-05-2024 19:09,2024,,
A,CRM,"41,79,899",EFG,29-05-2024 19:16,2011,44604,31-05-2024 19:16
